Season,Team,League,GP,G,A,TP,PIM,PlusMinus,PlayerID
1999-00,Lukko U20,Jr. A SM-liiga,26,2,5,7,6,,7420
1999-00,Latvia U18,WJC-18 B,5,5,1,6,14,5,7420
1999-00,Latvia U20,WJC-20 B,5,0,1,1,2,1,7420
1999-00,Latvia,WC,7,0,0,0,0,-1,7420
1999-00,Södertälje SK J18,J18 Allsvenskan,5,0,1,1,8,,245
1999-00,Södertälje SK J20,SuperElit,30,1,0,1,30,,245
1999-00,HC Ceské Budejovice U20,Czech U20,8,4,2,6,26,-1,10849
1999-00,HC Ceske Budejovice,Czech,28,1,0,1,2,3,10849
1999-00,KLH Jindrichuv Hradec,Czech2,4,1,1,2,0,-3,10849
1999-00,IHC Pisek,Czech2,3,1,0,1,0,0,10849
1999-00,Czech Republic U20,WJC-20,7,0,0,0,2,2,10849
1999-00,RPI (Rensselaer Polytech. Inst.),NCAA,21,2,5,7,8,,61185
1999-00,KLH Chomutov U20,Czech U20 2,6,1,5,6,14,,18321
1999-00,KLH Chomutov,Czech2,28,1,5,6,14,4,18321
1999-00,Czech Republic U20,WJC-20,7,1,2,3,6,5,18321
1999-00,Lethbridge Hurricanes,WHL,72,44,38,82,38,-5,10689
1999-00,Univ. of Notre Dame,NCAA,41,4,10,14,54,,61186
1999-00,Portland Winter Hawks,WHL,69,2,5,7,184,-26,61187
1999-00,Univ. of Minnesota,NCAA,36,6,8,14,31,,12780
1999-00,Mississauga IceDogs,OHL,68,23,45,68,53,-52,11753
1999-00,Omaha Lancers,USHL,49,1,6,7,65,,15341
1999-00,Moose Jaw Warriors,WHL,69,22,20,42,91,-21,15119
1999-00,Tappara U20,Jr. A SM-liiga,37,8,9,17,18,,3223
1999-00,HC Fribourg-Gottéron,NLA,44,19,22,41,83,,18518
1999-00,Switzerland U20,WJC-20,7,4,3,7,10,0,18518
1999-00,Switzerland,WC,7,1,0,1,6,-1,18518
1999-00,USNTDP Juniors,USHL,23,8,6,14,12,,13631
1999-00,U.S. National U18 Team,NAHL,29,8,10,18,25,,13631
1999-00,Toronto St. Michael's Majors,OHL,65,24,30,54,166,-21,10999
1999-00,Swift Current Broncos,WHL,67,1,3,4,215,3,61189
1999-00,Severstal Cherepovets,Russia,20,1,1,2,2,,18320
1999-00,Severstal Cherepovets-2,Russia3,16,9,8,17,12,,18320
1999-00,Tri-City Americans,WHL,72,24,36,60,38,-9,6042
1999-00,Ilves,Liiga,50,9,19,28,79,10,3225
1999-00,Lethbridge Hurricanes,WHL,62,2,4,6,39,-20,15330
1999-00,Sarnia Sting,OHL,31,0,1,1,75,-5,22627
1999-00,Kitchener Rangers,OHL,31,0,1,1,67,-1,22627
1999-00,Nipawin Hawks,SJHL,46,8,21,29,20,,12479
1999-00,Lada Togliatti-2,Russia3,53,23,17,40,36,,22137
1999-00,Guelph Storm,OHL,56,3,6,9,40,-9,15658
1999-00,HC Ambrì-Piotta,NLA,45,7,7,14,24,,12660
1999-00,Switzerland,WC,7,2,2,4,0,3,12660
1999-00,HC Ambrì-Piotta,Continental Cup,-,-,-,-,-,,12660
1999-00,Dizel Penza,Russia2,44,10,7,17,40,-13,18319
1999-00,Québec Remparts,QMJHL,34,0,10,10,15,5,9123
1999-00,Cape Breton Screaming Eagles,QMJHL,28,0,4,4,21,-5,9123
1999-00,Northwood School Prep,USHS-Prep,-,54,56,110,-,,18318
1999-00,Ilves,Liiga,51,1,6,7,78,-12,2659
1999-00,HC Slavia Praha,Czech,52,5,3,8,44,3,18317
1999-00,HC Karlovy Vary,Czech,24,0,5,5,18,-7,12255
1999-00,SaiPa,Liiga,26,1,3,4,54,-2,12255
1999-00,Czech Republic,EHT,4,0,2,2,6,,12255
1999-00,Czech Republic (all),International,4,0,2,2,6,,12255
1999-00,Kamloops Blazers,WHL,70,26,52,78,156,27,8062
1999-00,San Diego Gulls,WCHL,0,0,0,0,0,,8062
1999-00,Long Beach Ice Dogs,IHL,1,0,0,0,0,0,8062
1999-00,HC Davos,NLA,45,19,26,45,70,,10822
1999-00,Switzerland,WC,7,1,2,3,2,-1,10822
1999-00,Spokane Chiefs,WHL,71,26,70,96,65,29,24113
1999-00,HPK,Liiga,23,10,17,27,50,6,13654
1999-00,Czech Republic,EHT,7,2,1,3,28,,13654
1999-00,Czech Republic (all),International,8,2,1,3,30,,13654
1999-00,Neftekhimik Nizhnekamsk,Russia,29,9,7,16,2,,9598
1999-00,Ak Bars Kazan,Russia,8,2,2,4,2,,9598
1999-00,Russia U20,WJC-20,7,6,2,8,4,8,9598
1999-00,Rouyn-Noranda Huskies,QMJHL,70,32,49,81,104,,18316
1999-00,Michigan State Univ.,NCAA,42,5,7,12,10,-3,61190
1999-00,Windsor Spitfires,OHL,65,10,22,32,44,10,61191
1999-00,HC Vsetin,Czech,48,11,14,25,26,11,18315
1999-00,HC Vsetin,Euro HL,6,0,1,1,4,-5,18315
1999-00,Luleå HF J18,J18 Allsvenskan,9,2,2,4,14,,187
1999-00,HK Dukla Trencin,Slovakia,54,20,11,31,34,,5873
1999-00,Portland Winter Hawks,WHL,56,2,8,10,181,-23,61192
1999-00,EHC Kloten,NLA,44,4,2,6,20,,12643
1999-00,Kloten U20,Elite Jr. A,0,0,0,0,0,,12643
1999-00,Switzerland U20,WJC-20,7,0,1,1,4,-1,12643
1999-00,Moskitos Essen,DEL,55,3,3,6,26,-17,9672
1999-00,HC Slavia Praha U20,Czech U20,36,17,7,24,24,12,18314
1999-00,HC Slavia Praha,Czech,2,0,0,0,0,-2,18314
1999-00,Cornell Univ.,NCAA,27,5,16,21,10,,83450
1999-00,Djurgårdens IF,SHL,49,17,11,28,62,-6,71
1999-00,Sweden,WC,7,3,3,6,6,5,71
1999-00,Sweden (all),International,25,3,8,11,6,,71
1999-00,Val-d'Or Foreurs,QMJHL,72,64,79,143,74,22,10315
1999-00,EHC Kloten,NLA,34,0,4,4,12,,28082
1999-00,Rouyn-Noranda Huskies,QMJHL,50,5,11,16,31,2,18313
1999-00,Montréal Rocket,QMJHL,69,12,17,29,80,-4,3304
2000-01,Spartak Moskva,Russia2,40,28,18,46,78,,3660
2000-01,Russia U18,WJC-18,6,11,4,15,26,12,3660
2000-01,Russia U20,WJC-20,7,4,2,6,37,0,3660
2000-01,Mississauga IceDogs,OHL,15,7,23,30,11,-5,3661
2000-01,Windsor Spitfires,OHL,41,36,50,86,32,33,3661
2000-01,Canada U20,WJC-20,7,3,3,6,2,-1,3661
2000-01,Avangard Omsk,Russia,39,8,7,15,115,,3662
2000-01,Russia U20,WJC-20,6,0,1,1,58,2,3662
2000-01,Plymouth Whalers,OHL,62,40,47,87,45,28,8817
2000-01,Avangard Omsk,Russia,16,3,7,10,4,,8520
2000-01,Avangard Omsk-2,Russia3,6,5,4,9,2,,8520
2000-01,Russia U18,WJC-18,4,4,2,6,0,4,8520
2000-01,Russia U20,WJC-20,7,5,1,6,0,4,8520
2000-01,TPS U18,Jr. B SM-sarja,0,0,0,0,0,,2696
2000-01,TPS U20,Jr. A SM-liiga,26,9,36,45,26,,2696
2000-01,TPS,Liiga,21,0,1,1,2,-1,2696
2000-01,Finland U18,WJC-18,6,2,3,5,6,1,2696
2000-01,Finland U18 (all),International-Jr,8,2,4,6,6,,2696
2000-01,Finland U20,WJC-20,7,0,3,3,8,3,2696
2000-01,Finland U20 (all),International-Jr,16,1,7,8,12,,2696
2000-01,Univ. of Michigan,NCAA,41,4,12,16,77,17,9019
2000-01,USA U20,WJC-20,7,0,0,0,0,-2,9019
2000-01,Jokerit U20,Jr. A SM-liiga,2,1,0,1,0,,2695
2000-01,Jokerit,Liiga,47,11,11,22,86,7,2695
2000-01,Finland U18 (all),International-Jr,3,0,2,2,2,,2695
2000-01,Finland U20,WJC-20,7,1,3,4,4,5,2695
2000-01,Finland U20 (all),International-Jr,16,3,6,9,53,,2695
2000-01,Västra Frölunda HC J18,J18 Allsvenskan,0,0,0,0,0,0,473
2000-01,Västra Frölunda HC J20,SuperElit,7,2,5,7,6,10,473
2000-01,Västra Frölunda HC,SHL,31,2,3,5,6,-3,473
2000-01,Sweden U18,WJC-18,6,3,3,6,4,-2,473
2000-01,Sweden U18 (all),International-Jr,9,4,5,9,4,,473
2000-01,Sweden U20,WJC-20,7,1,2,3,16,0,473
2000-01,Prince George Cougars,WHL,62,13,46,59,125,-15,9040
2000-01,Canada U20,WJC-20,7,0,1,1,8,2,9040
2000-01,Hull Olympiques,QMJHL,68,36,64,100,67,14,8600
2000-01,Boston College,NCAA,43,27,22,49,38,8,9018
2000-01,Spartak Moskva,Russia2,42,6,3,9,64,,9564
2000-01,Russia U18,WJC-18,6,1,4,5,24,13,9564
2000-01,Ohio State Univ.,NCAA,32,14,23,37,18,1,8820
2000-01,USA U20,WJC-20,7,2,2,4,2,0,8820
2000-01,Erie Otters,OHL,62,12,27,39,59,46,9117
2000-01,Västra Frölunda HC J20,SuperElit,14,8,8,16,68,,304
2000-01,Västra Frölunda HC,SHL,19,2,0,2,4,-2,304
2000-01,IF Mölndal Hockey,Allsvenskan,5,1,1,3,35,-2,304
2000-01,Sweden U19 (all),International-Jr,7,1,1,2,6,,304
2000-01,Kamloops Blazers,WHL,61,13,25,38,132,19,8961
2000-01,SERC Wild Wings,DEL,58,13,28,41,12,-5,8583
2000-01,Germany U18,WJC-18,6,2,4,6,0,-2,8583
2000-01,Germany U20,WJC-20 D1,5,0,1,1,2,1,8583
2000-01,Germany,OGQ,3,0,0,0,0,1,8583
2000-01,Germany,WC,7,0,0,0,2,-4,8583
2000-01,Germany (all),International,14,0,0,0,2,,8583
2000-01,Red Deer Rebels,WHL,72,36,42,78,156,44,9067
2000-01,Red Deer Rebels,M-Cup,4,1,0,1,12,-2,9067
2000-01,HC Ceské Budejovice U20,Czech U20,37,12,14,26,40,-6,8675
2000-01,HC Ceske Budejovice,Czech,19,0,4,4,2,-2,8675
2000-01,KLH Jindrichuv Hradec,Czech3,0,0,0,0,0,,8675
2000-01,Czech Republic U18,WJC-18,6,4,3,7,2,-1,8675
2000-01,Czech Republic U18 (all),International-Jr,24,4,3,7,2,,8675
2000-01,Windsor Spitfires,OHL,47,8,28,36,124,28,9162
2000-01,USA U20,WJC-20,7,0,1,1,2,5,9162
2000-01,Peterborough Petes,OHL,61,8,27,35,53,2,8550
2000-01,Avangard Omsk,Russia,0,0,0,0,0,,8669
2000-01,Avangard Omsk-2,Russia3,41,47,24,71,40,,8669
2000-01,Russia U18,WJC-18,6,4,3,7,0,4,8669
2000-01,Red Deer Rebels,WHL,72,7,28,35,113,45,9516
2000-01,Red Deer Rebels,M-Cup,4,0,0,0,0,-2,9516
2000-01,Saskatoon Blades,WHL,5,0,5,5,4,-1,14513
2000-01,Ohio State Univ.,NCAA,33,17,18,35,80,10,9388
2000-01,USA U20,WJC-20,7,0,1,1,6,1,9388
2000-01,Seattle Thunderbirds,WHL,71,4,7,11,174,-12,11472
2000-01,Kitchener Rangers,OHL,65,42,39,81,114,-20,8810
2000-01,Spartak Moskva,Russia2,13,0,0,0,2,,9390
2000-01,Russia U18,WJC-18,6,2,2,4,0,5,9390
2000-01,Prince Albert Raiders,WHL,71,22,28,50,72,-42,12768
2000-01,Toronto St. Michael's Majors,OHL,61,7,35,42,54,24,8569
2000-01,Canada U20,WJC-20,7,0,2,2,6,3,8569
2000-01,Red Deer Rebels,WHL,69,55,46,101,202,46,8805
2000-01,Red Deer Rebels,M-Cup,4,2,4,6,4,-4,8805
2000-01,Swift Current Broncos,WHL,68,38,54,92,51,22,11015
2000-01,Minnesota State Univ. (Mankato),NCAA,37,11,14,25,92,,10322
2000-01,HC Litvinov,Czech,52,12,26,38,52,14,11485
2000-01,Czech Republic,EHT,4,0,0,0,2,1,11485
2000-01,Czech Republic,WC,9,0,0,0,6,8,11485
2000-01,Czech Republic (all),International,18,1,2,3,12,,11485
2000-01,SKA St. Petersburg,Russia,36,2,4,6,20,,8691
2000-01,Russia U18,WJC-18,6,1,4,5,18,9,8691
2000-01,Avangard Omsk-2,Russia3,41,19,28,47,69,,9569
2000-01,Russia U18,WJC-18,6,2,3,5,10,4,9569
2000-01,HC Kosice U20,Slovakia U20,3,1,1,2,6,,8420
2000-01,HC Kosice,Slovakia,43,5,5,10,28,,8420
2000-01,Slovakia U18,WJC-18,6,0,1,1,16,1,8420
2000-01,Slovakia U20,WJC-20,7,1,1,2,8,-1,8420
2000-01,Red Deer Rebels,WHL,72,12,37,49,181,29,11735
2000-01,Red Deer Rebels,M-Cup,4,1,2,3,11,1,11735
2000-01,Prince Albert Raiders,WHL,70,16,33,49,24,-28,9644
2000-01,Slovakia U18,WJC-18,6,2,3,5,4,0,9644
2000-01,Tri-City Americans,WHL,39,13,13,26,36,0,8053
2000-01,Lethbridge Hurricanes,WHL,21,8,6,14,23,3,8053
2000-01,Kingston Frontenacs,OHL,52,40,37,77,44,21,9525
2000-01,Canada U20,WJC-20,7,2,2,4,0,5,9525
2000-01,THK Tver,Russia2,38,10,5,15,10,,9573
2000-01,Russia U18,WJC-18,6,3,0,3,6,5,9573
2000-01,JYP U20,Jr. A SM-liiga,1,1,0,1,2,,2715
2000-01,JYP,Liiga,47,3,6,9,59,-3,2715
2000-01,Finland U20,WJC-20,7,0,0,0,6,1,2715
2000-01,Finland U20 (all),International-Jr,16,2,1,3,12,,2715
2000-01,Univ. of Michigan,NCAA,42,29,32,61,24,28,9104
2000-01,Canada U20,WJC-20,7,4,2,6,2,-1,9104
2000-01,North Bay Centennials,OHL,66,22,32,54,64,-1,8855
2000-01,HIFK,Liiga,56,32,28,60,51,10,10863
2000-01,Czech Republic,EHT,3,0,0,0,2,-2,10863
2000-01,Czech Republic (all),International,7,1,0,1,2,0,10863
2000-01,Kelowna Rockets,WHL,65,38,28,66,94,-1,14450
2000-01,St. Sebastian's School,USHS-Prep,30,11,20,31,37,,10323
2000-01,Shawinigan Cataractes,QMJHL,71,46,67,113,24,42,8809
2000-01,Brampton Battalion,OHL,66,30,19,49,61,11,9517
2000-01,Canada U18,Nations Cup,3,1,0,1,2,,9517
2000-01,Moose Jaw Warriors,WHL,70,8,54,62,118,2,8902
2000-01,Spokane Chiefs,WHL,33,13,14,27,63,8,10197
2000-01,Russia U18,WJC-18,6,0,2,2,4,9,15250
2000-01,Hammarby IF,Allsvenskan,37,5,13,18,40,26,463
2000-01,Sweden U20,WJC-20,6,0,2,2,4,0,463
2000-01,CSK VVS Samara,Russia2,39,10,10,20,88,,9566
2000-01,Russia U18,WJC-18,6,6,4,10,8,11,9566
2000-01,Rimouski Océanic,QMJHL,64,13,50,63,198,-17,10219
2000-01,Slovakia U20,WJC-20,7,0,0,0,2,0,10219
2000-01,Ottawa 67's,OHL,68,7,32,39,59,0,9514
2000-01,Ottawa 67's,M-Cup,4,0,0,0,2,0,9514
2000-01,Sudbury Wolves,OHL,67,33,45,78,88,25,9559
2000-01,Baie-Comeau Drakkar,QMJHL,61,24,38,62,33,16,12671
2000-01,Prince Albert Raiders,WHL,61,2,6,8,280,-22,11715
2000-01,Red Deer Rebels,WHL,70,24,13,37,89,23,16663
2000-01,Red Deer Rebels,M-Cup,4,2,0,2,0,-1,16663
2000-01,AIK J20,SuperElit,21,6,13,19,10,,27
2000-01,AIK,SHL,0,0,0,0,0,,27
2000-01,Sweden U18,WJC-18,6,1,4,5,0,1,27
2000-01,Sweden U18 (all),International-Jr,16,4,9,13,14,,27
2000-01,HC Kladno U20,Czech U20,9,6,4,10,4,9,8668
2000-01,HC Kladno,Czech,47,9,9,18,24,-5,8668
2000-01,BK Mlada Boleslav,Czech3,4,5,5,10,4,,8668
2000-01,Czech Republic U20,WJC-20,7,1,1,2,6,0,8668
2000-01,Czech Republic U20 (all),International-Jr,7,1,1,2,6,0,8668
2000-01,Czech Republic (all),International,2,0,0,0,4,,8668
2000-01,Oshawa Generals,OHL,52,15,23,38,21,-7,8361
2000-01,Spokane Chiefs,WHL,51,2,15,17,76,-1,15111
2000-01,Kristall Saratov,Russia2,39,11,6,17,32,,19120
2000-01,Ilves U20,Jr. A SM-liiga,31,8,12,20,74,,3595
2000-01,Ilves,Liiga,14,0,1,1,10,0,3595
2000-01,Austria U18,WJC-18 D1,5,5,3,8,10,4,3595
2000-01,Austria U20,WJC-20 D1,5,5,2,7,10,-1,3595
2000-01,Austria,OGQ,3,1,0,1,0,-1,3595
2000-01,Austria,WC,6,0,0,0,0,-3,3595
2000-01,Seattle Thunderbirds,WHL,42,10,9,19,161,-8,28068
2000-01,Davos U20,Elite Jr. A,27,6,7,13,44,,12854
2000-01,HC Davos,NLA,7,0,0,0,6,,12854
2000-01,SC Herisau,NLB,3,0,0,0,16,,12854
2000-01,Switzerland U18,WJC-18,7,2,2,4,34,0,12854
2000-01,Switzerland U20,WJC-20,7,0,1,1,4,-2,12854
2000-01,Regina Pats,WHL,72,28,16,44,183,0,8956
2000-01,Regina Pats,M-Cup,5,3,2,5,27,1,8956
2000-01,Univ. of Notre Dame,NCAA,30,2,5,7,106,-8,9391
2000-01,Brampton Battalion,OHL,53,4,15,19,112,4,9522
2000-01,Canada U20,WJC-20,7,0,0,0,2,1,9522
2000-01,Kärpät U18,Jr. B SM-sarja,25,22,12,34,49,,3221
2000-01,Kärpät U20,Jr. A SM-liiga,17,4,4,8,12,,3221
2000-01,Kärpät,Liiga,0,0,0,0,0,0,3221
2000-01,Finland U18,WJC-18,6,1,2,3,18,2,3221
2000-01,Finland U18 (all),International-Jr,15,5,2,7,28,,3221
2000-01,Harvard Univ.,NCAA,21,0,2,2,37,,15466
2000-01,Rimouski Océanic,QMJHL,64,12,41,53,128,-16,10233
2000-01,Toronto St. Michael's Majors,OHL,58,5,15,20,134,4,10700
2000-01,Brynäs IF J20,SuperElit,20,6,6,12,58,,58
2000-01,Brynäs IF,SHL,6,0,0,0,0,-2,58
2000-01,Sweden U19 (all),International-Jr,3,0,0,0,2,,58
2000-01,Sherbrooke Castors,QMJHL,68,33,51,84,159,-11,19384
2000-01,Calgary Hitmen,WHL,48,15,10,25,33,5,11490
2000-01,Chilliwack Chiefs,BCHL,59,34,84,118,65,,10412
2000-01,Merrimack College,NCAA,38,17,25,42,22,-7,10333
2000-01,Val-d'Or Foreurs,QMJHL,68,48,67,115,90,35,8839
2000-01,Val-d'Or Foreurs,M-Cup,5,3,3,6,6,8,8839
2000-01,Vityaz Podolsk,Russia,24,0,1,1,14,,8635
2000-01,Russia U18,WJC-18,6,1,1,2,4,1,8635
2000-01,Univ. of Vermont,NCAA,34,12,15,27,36,,8880
2000-01,Val-d'Or Foreurs,QMJHL,70,8,17,25,124,16,12044
2000-01,Val-d'Or Foreurs,M-Cup,5,1,2,3,12,9,12044
2000-01,London Knights,OHL,66,21,16,37,218,-18,10874
2000-01,Brandon Wheat Kings,WHL,60,20,28,48,172,1,9515
2000-01,Miami Univ. (Ohio),NCAA,32,0,1,1,48,-2,11498
2000-01,Kingston Frontenacs,OHL,68,29,27,56,39,16,15108
2000-01,HPK,Liiga,54,18,31,49,48,-7,2710
2000-01,Finland,WC,9,2,6,8,8,6,2710
2000-01,TPS,Liiga,56,27,33,60,24,19,2095
2000-01,Finland,WC,9,2,6,8,2,3,2095
2000-01,Rimouski Océanic,QMJHL,62,7,19,26,155,-34,58592
2000-01,Spartak Moskva,Russia2,10,0,0,0,2,,13964
2000-01,Russia U18,WJC-18,6,0,3,3,10,3,13964
2000-01,Krefeld Pinguine,DEL,58,3,11,14,73,0,8581
2000-01,EV Duisburg,Germany3,6,1,2,3,12,,8581
2000-01,Germany U20,WJC-20 D1,5,1,3,4,6,6,8581
2000-01,Germany (all),International,8,0,1,1,8,,8581
2000-01,Jokerit U18,Jr. B SM-sarja,10,4,9,13,4,,3215
2000-01,Jokerit U20,Jr. A SM-liiga,39,7,8,15,10,,3215
2000-01,Finland U18,WJC-18,6,1,0,1,8,0,3215
2000-01,Finland U18 (all),International-Jr,18,5,3,8,12,,3215
2000-01,TPS,Liiga,56,5,14,19,71,13,2701
2000-01,Burnaby Bulldogs,BCHL,50,46,52,98,84,,13493
2000-01,Omaha Lancers,USHL,55,10,11,21,77,,9450
2000-01,Metallurg Magnitogorsk,Russia,31,3,5,8,10,,18850
2000-01,Amur Khabarovsk,Russia,1,0,0,0,0,,19108
2000-01,Amur Khabarovsk-2,Russia3,3,0,0,0,8,,19108
2000-01,Camrose Kodiaks,AJHL,55,8,16,24,81,,13419
2000-01,Camrose Kodiaks,RBC Cup,3,0,1,1,4,,13419
2000-01,Metallurg Magnitogorsk,Russia,40,2,3,5,34,,20508
2000-01,HK Poprad U20,Slovakia U20,0,0,0,0,0,,8681
2000-01,HK SKP Poprad,Slovakia,53,22,28,50,30,3,8681
2000-01,Slovakia U20,WJC-20,7,1,3,4,6,0,8681
2000-01,North Bay Centennials,OHL,62,17,61,78,175,4,58597
2000-01,Muskegon Fury,UHL,0,0,0,0,0,,58597
2000-01,London Knights,OHL,67,23,25,48,93,-18,2489
2000-01,Avangard Omsk,Russia,26,2,10,12,32,9,9560
2000-01,Russia U20,WJC-20,7,2,2,4,35,2,9560
2000-01,Spokane Chiefs,WHL,53,20,21,41,26,-2,53959
2000-01,HC Sparta Praha U20,Czech U20,27,9,10,19,30,18,57296
2000-01,HC Sparta Praha,Czech,1,0,0,0,0,,57296
2000-01,Czech Republic U18,WJC-18,7,2,0,2,2,-1,57296
2000-01,Czech Republic U18 (all),International-Jr,25,2,0,2,2,,57296
2000-01,München Barons,DEL,55,6,3,9,80,0,8877
2000-01,Germany U20,WJC-20 D1,5,1,1,2,10,5,8877
2000-01,Germany,OGQ,3,0,0,0,0,-2,8877
2000-01,Germany,WC,1,0,0,0,0,0,8877
2000-01,Germany (all),International,9,0,0,0,2,,8877
2000-01,Krylia Sovetov Moskva,Russia2,11,0,4,4,4,,18987
2000-01,HC Zlin U20,Czech U20,43,3,15,18,30,7,8421
2000-01,HC Zlin,Czech,8,0,2,2,0,-3,8421
2000-01,Guelph Storm,OHL,65,25,27,52,129,8,15719
2000-01,Boston College,NCAA,41,13,26,39,12,6,8504
2000-01,Belleville Bulls,OHL,68,35,83,118,24,47,8818
2000-01,Colorado College,NCAA,41,2,7,9,26,,11570
2000-01,Baie-Comeau Drakkar,QMJHL,68,10,14,24,46,-8,8911
2000-01,Québec Remparts,QMJHL,71,24,43,67,32,-9,13483
2000-01,HC Liberec U20,Czech U20,43,25,20,45,52,15,8584
2000-01,Czech Republic U18,WJC-18,7,1,1,2,2,-4,8584
2000-01,Czech Republic U18 (all),International-Jr,18,-,-,-,-,,8584
2000-01,Plymouth Whalers,OHL,60,12,36,48,98,22,12563
2000-01,Blues U18,Jr. B SM-sarja,10,3,6,9,2,,3211
2000-01,Blues U20,Jr. A SM-liiga,36,6,6,12,16,,3211
2000-01,Finland U18 (all),International-Jr,18,6,5,11,12,,3211
2000-01,Finland U18,WJC-18,6,2,2,4,4,3,3211
2000-01,Boston Univ.,NCAA,35,4,5,9,4,-1,13649
2000-01,Belleville Bulls,OHL,66,7,16,23,135,-6,8975
2000-01,Westminster Prep.,USHS-Prep,-,-,-,-,-,,53007
2000-01,KalPa U18,Jr. B SM-sarja,4,1,4,5,10,,3193
2000-01,KalPa U20,Jr. A SM-liiga,38,6,7,13,22,,3193
2000-01,KalPa,Suomi-sarja,1,0,1,1,0,,3193
2000-01,KalPa,Suomi-sarja,-,-,-,-,-,,3193
2000-01,Finland U18,WJC-18,6,0,2,2,2,2,3193
2000-01,Finland U18 (all),International-Jr,12,1,3,4,4,,3193
2000-01,Brandon Wheat Kings,WHL,64,22,16,38,73,-12,54842
2000-01,Des Moines Buccaneers,USHL,56,13,40,53,58,,52471
2000-01,Jää-Ahmat U20,Jr. A I-divisioona,9,3,4,7,41,,2699
2000-01,Ahmat Hyvinkää,Mestis,41,3,9,12,66,-4,2699
2000-01,Bowling Green State Univ.,NCAA,35,4,9,13,90,0,9682
2000-01,Tappara,Liiga,53,6,14,20,32,7,2561
2000-01,Finland U20,WJC-20,7,1,4,5,6,8,2561
2000-01,Finland U20 (all),International-Jr,16,4,4,8,20,,2561
2000-01,Breck School,USHS-MN,-,-,-,-,-,,12079
2000-01,HC Ceské Budejovice U20,Czech U20,31,9,14,23,37,1,22961
2000-01,HC Ceske Budejovice,Czech,8,1,0,1,2,0,22961
2000-01,KLH Jindrichuv Hradec,Czech3,0,0,0,0,0,,22961
2000-01,Czech Republic U20 (all),International-Jr,4,-,-,-,-,,22961
2000-01,Lincoln Stars,USHL,54,12,24,36,134,,14327
2000-01,Färjestad BK J18,J18 Allsvenskan,1,1,0,1,2,,30
2000-01,Färjestad BK J20,SuperElit,13,5,8,13,83,,30
2000-01,Färjestad BK,SHL,1,0,0,0,0,0,30
2000-01,Sweden U18,WJC-18,6,3,4,7,26,2,30
2000-01,Sweden U18 (all),International-Jr,16,9,9,18,44,,30
2000-01,Spartak Moskva,Russia2,21,6,3,9,4,,15678
2000-01,Russia U18,WJC-18,6,1,4,5,0,2,15678
2000-01,Sherbrooke Castors,QMJHL,65,3,15,18,143,-17,18716
2000-01,Russia U18,WJC-18,6,0,1,1,4,2,18716
2000-01,SC Riessersee,Germany2,39,1,2,3,12,,21472
2000-01,SC Riessersee U18,DNL,11,1,7,8,24,,21472
2000-01,Germany U18,WJC-18,6,2,0,2,18,6,21472
2000-01,Djurgårdens IF,SHL,48,10,12,22,46,6,753
2000-01,Sweden,WC,9,4,0,4,4,3,753
2000-01,Sweden (all),International,25,11,5,16,10,,753
2000-01,SKA St. Petersburg,Russia,34,6,5,11,22,,9563
2000-01,Russia U18,WJC-18,6,2,7,9,8,8,9563
2000-01,Drummondville Voltigeurs,QMJHL,62,10,36,46,100,-8,18670
2000-01,HC Vsetin U20,Czech U20,45,9,12,21,110,29,52122
2000-01,CSK VVS Samara,Russia2,18,2,1,3,24,,9384
2000-01,Lada Togliatti-2,Russia3,-,-,-,-,-,,9384
2000-01,Seattle Thunderbirds,WHL,72,25,31,56,45,5,12476
2000-01,MHC Martin,Slovakia,44,8,5,13,62,,15839
2000-01,Sarnia Sting,OHL,49,31,44,75,48,-1,11761
2000-01,Adler Mannheim,DEL,55,2,5,7,6,10,8590
2000-01,Mannheimer ERC II,Germany4,9,3,8,11,20,,8590
2000-01,Germany U20,WJC-20 D1,5,1,3,4,2,5,8590
2000-01,Germany,WC,7,0,1,1,2,-1,8590
2000-01,Germany (all),International,9,0,2,2,4,,8590
2000-01,Langley Hornets,BCHL,59,30,61,91,47,,13562
2000-01,Avangard Omsk-2,Russia3,-,-,-,-,-,,16731
2000-01,Russia U18,WJC-18,6,2,3,5,0,3,16731
2000-01,Moncton Gagnon Beavers,MJAHL,30,21,22,43,-,,9116
2000-01,Rimouski Océanic,QMJHL,32,15,10,25,43,-6,9116
2000-01,HIFK,Liiga,51,12,25,37,146,12,3633
2000-01,Czech Republic,EHT,3,0,0,0,16,-3,3633
2000-01,Czech Republic (all),International,3,0,0,0,16,,3633
2000-01,Metallurg Magnitogorsk,Russia,44,16,31,47,80,,34994
2000-01,Russia,WC,7,3,4,7,0,0,34994
2000-01,Waterloo Black Hawks,USHL,54,4,10,14,128,,9062
2000-01,Sioux City Musketeers,USHL,51,18,26,44,65,,14670
2000-01,Phillips Exeter Academy,USHS-Prep,31,42,40,82,34,,10632
2000-01,HC Ytong Brno U20,Czech U20,26,10,11,21,22,-2,58785
2000-01,HC Ytong Brno,Czech2,20,4,4,8,4,-8,58785
2000-01,HC Ytong Brno,Czech2 Q,0,0,0,0,0,,58785
2000-01,UMass (Amherst),NCAA,31,6,4,10,18,-4,31511
2000-01,Västra Frölunda HC J18,J18 Allsvenskan,1,0,0,0,0,,578
2000-01,Västra Frölunda HC J20,SuperElit,15,1,0,1,4,,578
